Distance(mi),"['Visibility(mi)', 'GoodWeather']",0.5338,0.0393,0.0393,3,Distance(mi) ~ (Visibility(mi) + GoodWeather)
Distance(mi),"['Visibility(mi)', 'BadWeather']",0.5330,0.0422,0.0422,3,Distance(mi) ~ (Visibility(mi) + BadWeather)
Distance(mi),"['Visibility(mi)', 'NeutralWeather']",0.5341,0.0383,0.0383,3,Distance(mi) ~ (Visibility(mi) + NeutralWeather)
Distance(mi),"['GoodWeather', 'BadWeather']",0.5354,0.0336,0.0336,3,Distance(mi) ~ (GoodWeather + BadWeather)
Distance(mi),"['GoodWeather', 'NeutralWeather']",0.5354,0.0336,0.0336,3,Distance(mi) ~ (GoodWeather + NeutralWeather)
Distance(mi),"['BadWeather', 'NeutralWeather']",0.5354,0.0336,0.0336,3,Distance(mi) ~ (BadWeather + NeutralWeather)
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'Pressure(in)']",0.5348,0.0357,0.0357,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + Pressure(in))
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'Humidity(%)']",0.5357,0.0326,0.0326,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + Humidity(%))
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'WindSpeed(mph)']",0.5372,0.0270,0.0270,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + WindSpeed(mph))
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'Visibility(mi)']",0.5320,0.0460,0.0460,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + Visibility(mi))
Distance(mi),['Temperature(F)'],0.5395,0.0188,0.0188,2,Distance(mi) ~ (Temperature(F))
Distance(mi),['WindChill(F)'],0.5388,0.0213,0.0213,2,Distance(mi) ~ (WindChill(F))
Distance(mi),['Pressure(in)'],0.5417,0.0106,0.0106,2,Distance(mi) ~ (Pressure(in))
Distance(mi),['Humidity(%)'],0.5406,0.0149,0.0149,2,Distance(mi) ~ (Humidity(%))
Distance(mi),['WindSpeed(mph)'],0.5439,0.0027,0.0027,2,Distance(mi) ~ (WindSpeed(mph))
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'GoodWeather']",0.5356,0.0330,0.0330,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + GoodWeather)
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'BadWeather']",0.5331,0.0417,0.0417,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + BadWeather)
Distance(mi),"['Temperature(F)', 'WindChill(F)', 'NeutralWeather']",0.5372,0.0270,0.0270,4,Distance(mi) ~ (Temperature(F) + WindChill(F) + NeutralWeather)
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'Humidity(%)']",0.5353,0.0341,0.0341,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + Humidity(%))
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'WindSpeed(mph)']",0.5367,0.0289,0.0289,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + WindSpeed(mph))
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'Visibility(mi)']",0.5309,0.0497,0.0497,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + Visibility(mi))
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'GoodWeather']",0.5350,0.0350,0.0350,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + GoodWeather)
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'BadWeather']",0.5322,0.0451,0.0451,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + BadWeather)
Distance(mi),"['Temperature(F)', 'Pressure(in)', 'NeutralWeather']",0.5368,0.0285,0.0285,4,Distance(mi) ~ (Temperature(F) + Pressure(in) + NeutralWeather)
Distance(mi),"['Temperature(F)', 'Humidity(%)', 'WindSpeed(mph)']",0.5376,0.0258,0.0258,4,Distance(mi) ~ (Temperature(F) + Humidity(%) + WindSpeed(mph))
Distance(mi),"['Temperature(F)', 'Humidity(%)', 'Visibility(mi)']",0.5331,0.0420,0.0420,4,Distance(mi) ~ (Temperature(F) + Humidity(%) + Visibility(mi))
Distance(mi),"['Temperature(F)', 'Humidity(%)', 'GoodWeather']",0.5370,0.0277,0.0277,4,Distance(mi) ~ (Temperature(F) + Humidity(%) + GoodWeather)
Distance(mi),"['Temperature(F)', 'Humidity(%)', 'BadWeather']",0.5341,0.0382,0.0382,4,Distance(mi) ~ (Temperature(F) + Humidity(%) + BadWeather)
Distance(mi),"['Temperature(F)', 'Humidity(%)', 'NeutralWeather']",0.5376,0.0256,0.0256,4,Distance(mi) ~ (Temperature(F) + Humidity(%) + NeutralWeather)
Distance(mi),"['Temperature(F)', 'WindSpeed(mph)', 'Visibility(mi)']",0.5329,0.0425,0.0425,4,Distance(mi) ~ (Temperature(F) + WindSpeed(mph) + Visibility(mi))
Distance(mi),"['Temperature(F)', 'WindSpeed(mph)', 'GoodWeather']",0.5372,0.0273,0.0273,4,Distance(mi) ~ (Temperature(F) + WindSpeed(mph) + GoodWeather)
Distance(mi),"['Temperature(F)', 'WindSpeed(mph)', 'BadWeather']",0.5342,0.0380,0.0380,4,Distance(mi) ~ (Temperature(F) + WindSpeed(mph) + BadWeather)
Distance(mi),"['Temperature(F)', 'WindSpeed(mph)', 'NeutralWeather']",0.5390,0.0205,0.0205,4,Distance(mi) ~ (Temperature(F) + WindSpeed(mph) + NeutralWeather)
Distance(mi),"['Temperature(F)', 'Visibility(mi)', 'GoodWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Temperature(F) + Visibility(mi) + GoodWeather)
Distance(mi),"['Temperature(F)', 'Visibility(mi)', 'BadWeather']",0.5323,0.0449,0.0449,4,Distance(mi) ~ (Temperature(F) + Visibility(mi) + BadWeather)
Distance(mi),"['Temperature(F)', 'Visibility(mi)', 'NeutralWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Temperature(F) + Visibility(mi) + NeutralWeather)
Distance(mi),"['Temperature(F)', 'GoodWeather', 'BadWeather']",0.5342,0.0380,0.0380,4,Distance(mi) ~ (Temperature(F) + GoodWeather + BadWeather)
Distance(mi),"['Temperature(F)', 'GoodWeather', 'NeutralWeather']",0.5342,0.0380,0.0380,4,Distance(mi) ~ (Temperature(F) + GoodWeather + NeutralWeather)
Distance(mi),"['Temperature(F)', 'BadWeather', 'NeutralWeather']",0.5342,0.0380,0.0380,4,Distance(mi) ~ (Temperature(F) + BadWeather + NeutralWeather)
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'Humidity(%)']",0.5347,0.0361,0.0361,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + Humidity(%))
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'WindSpeed(mph)']",0.5362,0.0308,0.0308,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + WindSpeed(mph))
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'Visibility(mi)']",0.5307,0.0506,0.0506,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + Visibility(mi))
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'GoodWeather']",0.5346,0.0366,0.0366,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + GoodWeather)
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'BadWeather']",0.5319,0.0461,0.0461,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + BadWeather)
Distance(mi),"['WindChill(F)', 'Pressure(in)', 'NeutralWeather']",0.5361,0.0309,0.0309,4,Distance(mi) ~ (WindChill(F) + Pressure(in) + NeutralWeather)
Distance(mi),"['WindChill(F)', 'Humidity(%)', 'WindSpeed(mph)']",0.5372,0.0273,0.0273,4,Distance(mi) ~ (WindChill(F) + Humidity(%) + WindSpeed(mph))
Distance(mi),"['WindChill(F)', 'Humidity(%)', 'Visibility(mi)']",0.5328,0.0429,0.0429,4,Distance(mi) ~ (WindChill(F) + Humidity(%) + Visibility(mi))
Distance(mi),"['WindChill(F)', 'Humidity(%)', 'GoodWeather']",0.5366,0.0293,0.0293,4,Distance(mi) ~ (WindChill(F) + Humidity(%) + GoodWeather)
Distance(mi),"['WindChill(F)', 'Humidity(%)', 'BadWeather']",0.5339,0.0392,0.0392,4,Distance(mi) ~ (WindChill(F) + Humidity(%) + BadWeather)
Distance(mi),"['WindChill(F)', 'Humidity(%)', 'NeutralWeather']",0.5370,0.0277,0.0277,4,Distance(mi) ~ (WindChill(F) + Humidity(%) + NeutralWeather)
Distance(mi),"['WindChill(F)', 'WindSpeed(mph)', 'Visibility(mi)']",0.5327,0.0432,0.0432,4,Distance(mi) ~ (WindChill(F) + WindSpeed(mph) + Visibility(mi))
Distance(mi),"['WindChill(F)', 'WindSpeed(mph)', 'GoodWeather']",0.5368,0.0286,0.0286,4,Distance(mi) ~ (WindChill(F) + WindSpeed(mph) + GoodWeather)
Distance(mi),"['WindChill(F)', 'WindSpeed(mph)', 'BadWeather']",0.5339,0.0389,0.0389,4,Distance(mi) ~ (WindChill(F) + WindSpeed(mph) + BadWeather)
Distance(mi),"['WindChill(F)', 'WindSpeed(mph)', 'NeutralWeather']",0.5385,0.0225,0.0225,4,Distance(mi) ~ (WindChill(F) + WindSpeed(mph) + NeutralWeather)
Distance(mi),"['WindChill(F)', 'Visibility(mi)', 'GoodWeather']",0.5328,0.0431,0.0431,4,Distance(mi) ~ (WindChill(F) + Visibility(mi) + GoodWeather)
Distance(mi),"['WindChill(F)', 'Visibility(mi)', 'BadWeather']",0.5321,0.0456,0.0456,4,Distance(mi) ~ (WindChill(F) + Visibility(mi) + BadWeather)
Distance(mi),"['WindChill(F)', 'Visibility(mi)', 'NeutralWeather']",0.5327,0.0433,0.0433,4,Distance(mi) ~ (WindChill(F) + Visibility(mi) + NeutralWeather)
Distance(mi),"['WindChill(F)', 'GoodWeather', 'BadWeather']",0.5339,0.0390,0.0390,4,Distance(mi) ~ (WindChill(F) + GoodWeather + BadWeather)
Distance(mi),"['WindChill(F)', 'GoodWeather', 'NeutralWeather']",0.5339,0.0390,0.0390,4,Distance(mi) ~ (WindChill(F) + GoodWeather + NeutralWeather)
Distance(mi),"['WindChill(F)', 'BadWeather', 'NeutralWeather']",0.5339,0.0390,0.0390,4,Distance(mi) ~ (WindChill(F) + BadWeather + NeutralWeather)
Distance(mi),"['Pressure(in)', 'Humidity(%)', 'WindSpeed(mph)']",0.5365,0.0298,0.0298,4,Distance(mi) ~ (Pressure(in) + Humidity(%) + WindSpeed(mph))
Distance(mi),"['Pressure(in)', 'Humidity(%)', 'Visibility(mi)']",0.5316,0.0474,0.0474,4,Distance(mi) ~ (Pressure(in) + Humidity(%) + Visibility(mi))
Distance(mi),"['Pressure(in)', 'Humidity(%)', 'GoodWeather']",0.5359,0.0320,0.0320,4,Distance(mi) ~ (Pressure(in) + Humidity(%) + GoodWeather)
Distance(mi),"['Pressure(in)', 'Humidity(%)', 'BadWeather']",0.5330,0.0425,0.0425,4,Distance(mi) ~ (Pressure(in) + Humidity(%) + BadWeather)
Distance(mi),"['Pressure(in)', 'Humidity(%)', 'NeutralWeather']",0.5370,0.0277,0.0277,4,Distance(mi) ~ (Pressure(in) + Humidity(%) + NeutralWeather)
Distance(mi),"['Pressure(in)', 'WindSpeed(mph)', 'Visibility(mi)']",0.5317,0.0471,0.0471,4,Distance(mi) ~ (Pressure(in) + WindSpeed(mph) + Visibility(mi))
Distance(mi),"['Pressure(in)', 'WindSpeed(mph)', 'GoodWeather']",0.5366,0.0293,0.0293,4,Distance(mi) ~ (Pressure(in) + WindSpeed(mph) + GoodWeather)
Distance(mi),"['Pressure(in)', 'WindSpeed(mph)', 'BadWeather']",0.5335,0.0404,0.0404,4,Distance(mi) ~ (Pressure(in) + WindSpeed(mph) + BadWeather)
Distance(mi),"['Pressure(in)', 'WindSpeed(mph)', 'NeutralWeather']",0.5411,0.0130,0.0130,4,Distance(mi) ~ (Pressure(in) + WindSpeed(mph) + NeutralWeather)
Distance(mi),"['Pressure(in)', 'Visibility(mi)', 'GoodWeather']",0.5316,0.0473,0.0473,4,Distance(mi) ~ (Pressure(in) + Visibility(mi) + GoodWeather)
Distance(mi),"['Pressure(in)', 'Visibility(mi)', 'BadWeather']",0.5309,0.0497,0.0497,4,Distance(mi) ~ (Pressure(in) + Visibility(mi) + BadWeather)
Distance(mi),"['Pressure(in)', 'Visibility(mi)', 'NeutralWeather']",0.5319,0.0464,0.0464,4,Distance(mi) ~ (Pressure(in) + Visibility(mi) + NeutralWeather)
Distance(mi),"['Pressure(in)', 'GoodWeather', 'BadWeather']",0.5333,0.0412,0.0412,4,Distance(mi) ~ (Pressure(in) + GoodWeather + BadWeather)
Distance(mi),"['Pressure(in)', 'GoodWeather', 'NeutralWeather']",0.5333,0.0412,0.0412,4,Distance(mi) ~ (Pressure(in) + GoodWeather + NeutralWeather)
Distance(mi),"['Pressure(in)', 'BadWeather', 'NeutralWeather']",0.5333,0.0412,0.0412,4,Distance(mi) ~ (Pressure(in) + BadWeather + NeutralWeather)
Distance(mi),"['Humidity(%)', 'WindSpeed(mph)', 'Visibility(mi)']",0.5336,0.0400,0.0400,4,Distance(mi) ~ (Humidity(%) + WindSpeed(mph) + Visibility(mi))
Distance(mi),"['Humidity(%)', 'WindSpeed(mph)', 'GoodWeather']",0.5381,0.0240,0.0240,4,Distance(mi) ~ (Humidity(%) + WindSpeed(mph) + GoodWeather)
Distance(mi),"['Humidity(%)', 'WindSpeed(mph)', 'BadWeather']",0.5350,0.0349,0.0349,4,Distance(mi) ~ (Humidity(%) + WindSpeed(mph) + BadWeather)
Distance(mi),"['Humidity(%)', 'WindSpeed(mph)', 'NeutralWeather']",0.5393,0.0196,0.0196,4,Distance(mi) ~ (Humidity(%) + WindSpeed(mph) + NeutralWeather)
Distance(mi),"['Humidity(%)', 'Visibility(mi)', 'GoodWeather']",0.5338,0.0395,0.0395,4,Distance(mi) ~ (Humidity(%) + Visibility(mi) + GoodWeather)
Distance(mi),"['Humidity(%)', 'Visibility(mi)', 'BadWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Humidity(%) + Visibility(mi) + BadWeather)
Distance(mi),"['Humidity(%)', 'Visibility(mi)', 'NeutralWeather']",0.5339,0.0391,0.0391,4,Distance(mi) ~ (Humidity(%) + Visibility(mi) + NeutralWeather)
Distance(mi),"['Humidity(%)', 'GoodWeather', 'BadWeather']",0.5352,0.0345,0.0345,4,Distance(mi) ~ (Humidity(%) + GoodWeather + BadWeather)
Distance(mi),"['Humidity(%)', 'GoodWeather', 'NeutralWeather']",0.5352,0.0345,0.0345,4,Distance(mi) ~ (Humidity(%) + GoodWeather + NeutralWeather)
Distance(mi),"['Humidity(%)', 'BadWeather', 'NeutralWeather']",0.5352,0.0345,0.0345,4,Distance(mi) ~ (Humidity(%) + BadWeather + NeutralWeather)
Distance(mi),"['WindSpeed(mph)', 'Visibility(mi)', 'GoodWeather']",0.5336,0.0401,0.0401,4,Distance(mi) ~ (WindSpeed(mph) + Visibility(mi) + GoodWeather)
Severity,['Humidity(%)'],0.4319,0.0025,0.0025,2,Severity ~ (Humidity(%))
Severity,['WindSpeed(mph)'],0.4324,0.0000,0.0000,2,Severity ~ (WindSpeed(mph))
Severity,['Visibility(mi)'],0.4320,0.0019,0.0019,2,Severity ~ (Visibility(mi))
Severity,['GoodWeather'],0.4321,0.0016,0.0016,2,Severity ~ (GoodWeather)
Severity,['BadWeather'],0.4320,0.0019,0.0019,2,Severity ~ (BadWeather)
Severity,['NeutralWeather'],0.4324,0.0000,0.0000,2,Severity ~ (NeutralWeather)
Severity,"['Temperature(F)', 'WindChill(F)']",0.4318,0.0028,0.0028,3,Severity ~ (Temperature(F) + WindChill(F))
Severity,"['Temperature(F)', 'Pressure(in)']",0.4311,0.0059,0.0059,3,Severity ~ (Temperature(F) + Pressure(in))
Severity,"['Temperature(F)', 'Humidity(%)']",0.4318,0.0027,0.0027,3,Severity ~ (Temperature(F) + Humidity(%))
Severity,"['Temperature(F)', 'WindSpeed(mph)']",0.4322,0.0011,0.0011,3,Severity ~ (Temperature(F) + WindSpeed(mph))
Severity,"['Temperature(F)', 'Visibility(mi)']",0.4319,0.0021,0.0021,3,Severity ~ (Temperature(F) + Visibility(mi))
Severity,"['Temperature(F)', 'GoodWeather']",0.4320,0.0018,0.0018,3,Severity ~ (Temperature(F) + GoodWeather)
Severity,"['Temperature(F)', 'BadWeather']",0.4319,0.0022,0.0022,3,Severity ~ (Temperature(F) + BadWeather)
Severity,"['Temperature(F)', 'NeutralWeather']",0.4322,0.0010,0.0010,3,Severity ~ (Temperature(F) + NeutralWeather)
Severity,"['WindChill(F)', 'Pressure(in)']",0.4311,0.0061,0.0061,3,Severity ~ (WindChill(F) + Pressure(in))
Severity,"['WindChill(F)', 'Humidity(%)']",0.4318,0.0029,0.0029,3,Severity ~ (WindChill(F) + Humidity(%))
Severity,"['WindChill(F)', 'WindSpeed(mph)']",0.4321,0.0015,0.0015,3,Severity ~ (WindChill(F) + WindSpeed(mph))
Severity,"['WindChill(F)', 'Visibility(mi)']",0.4319,0.0023,0.0023,3,Severity ~ (WindChill(F) + Visibility(mi))
Severity,"['WindChill(F)', 'GoodWeather']",0.4320,0.0020,0.0020,3,Severity ~ (WindChill(F) + GoodWeather)
Severity,"['WindChill(F)', 'BadWeather']",0.4319,0.0023,0.0023,3,Severity ~ (WindChill(F) + BadWeather)
Severity,"['WindChill(F)', 'NeutralWeather']",0.4321,0.0013,0.0013,3,Severity ~ (WindChill(F) + NeutralWeather)
Severity,"['Pressure(in)', 'Humidity(%)']",0.4307,0.0079,0.0079,3,Severity ~ (Pressure(in) + Humidity(%))
Severity,"['Pressure(in)', 'WindSpeed(mph)']",0.4313,0.0051,0.0051,3,Severity ~ (Pressure(in) + WindSpeed(mph))
Severity,"['Pressure(in)', 'Visibility(mi)']",0.4310,0.0066,0.0066,3,Severity ~ (Pressure(in) + Visibility(mi))
Severity,"['Pressure(in)', 'GoodWeather']",0.4310,0.0063,0.0063,3,Severity ~ (Pressure(in) + GoodWeather)
Severity,"['Pressure(in)', 'BadWeather']",0.4310,0.0065,0.0065,3,Severity ~ (Pressure(in) + BadWeather)
Severity,"['Pressure(in)', 'NeutralWeather']",0.4313,0.0051,0.0051,3,Severity ~ (Pressure(in) + NeutralWeather)
Severity,"['Humidity(%)', 'WindSpeed(mph)']",0.4319,0.0025,0.0025,3,Severity ~ (Humidity(%) + WindSpeed(mph))
Severity,"['Humidity(%)', 'Visibility(mi)']",0.4318,0.0030,0.0030,3,Severity ~ (Humidity(%) + Visibility(mi))
Severity,"['Humidity(%)', 'GoodWeather']",0.4318,0.0027,0.0027,3,Severity ~ (Humidity(%) + GoodWeather)
Severity,"['Humidity(%)', 'BadWeather']",0.4318,0.0030,0.0030,3,Severity ~ (Humidity(%) + BadWeather)
Severity,"['Humidity(%)', 'NeutralWeather']",0.4319,0.0026,0.0026,3,Severity ~ (Humidity(%) + NeutralWeather)
Severity,"['WindSpeed(mph)', 'Visibility(mi)']",0.4320,0.0020,0.0020,3,Severity ~ (WindSpeed(mph) + Visibility(mi))
Severity,"['WindSpeed(mph)', 'GoodWeather']",0.4321,0.0017,0.0017,3,Severity ~ (WindSpeed(mph) + GoodWeather)
Severity,"['WindSpeed(mph)', 'BadWeather']",0.4320,0.0021,0.0021,3,Severity ~ (WindSpeed(mph) + BadWeather)
Severity,"['WindSpeed(mph)', 'NeutralWeather']",0.4324,0.0001,0.0001,3,Severity ~ (WindSpeed(mph) + NeutralWeather)
Severity,"['Visibility(mi)', 'GoodWeather']",0.4319,0.0022,0.0022,3,Severity ~ (Visibility(mi) + GoodWeather)
Severity,"['Visibility(mi)', 'BadWeather']",0.4319,0.0023,0.0023,3,Severity ~ (Visibility(mi) + BadWeather)
Severity,"['Visibility(mi)', 'NeutralWeather']",0.4320,0.0019,0.0019,3,Severity ~ (Visibility(mi) + NeutralWeather)
Severity,"['GoodWeather', 'BadWeather']",0.4319,0.0022,0.0022,3,Severity ~ (GoodWeather + BadWeather)
Severity,"['GoodWeather', 'NeutralWeather']",0.4319,0.0022,0.0022,3,Severity ~ (GoodWeather + NeutralWeather)
Severity,"['BadWeather', 'NeutralWeather']",0.4319,0.0022,0.0022,3,Severity ~ (BadWeather + NeutralWeather)
Distance(mi),"['WindSpeed(mph)', 'Visibility(mi)', 'BadWeather']",0.5329,0.0427,0.0427,4,Distance(mi) ~ (WindSpeed(mph) + Visibility(mi) + BadWeather)
Distance(mi),"['WindSpeed(mph)', 'Visibility(mi)', 'NeutralWeather']",0.5339,0.0392,0.0392,4,Distance(mi) ~ (WindSpeed(mph) + Visibility(mi) + NeutralWeather)
Distance(mi),"['WindSpeed(mph)', 'GoodWeather', 'BadWeather']",0.5353,0.0341,0.0341,4,Distance(mi) ~ (WindSpeed(mph) + GoodWeather + BadWeather)
Distance(mi),"['WindSpeed(mph)', 'GoodWeather', 'NeutralWeather']",0.5353,0.0341,0.0341,4,Distance(mi) ~ (WindSpeed(mph) + GoodWeather + NeutralWeather)
Distance(mi),"['WindSpeed(mph)', 'BadWeather', 'NeutralWeather']",0.5353,0.0341,0.0341,4,Distance(mi) ~ (WindSpeed(mph) + BadWeather + NeutralWeather)
Distance(mi),"['Visibility(mi)', 'GoodWeather', 'BadWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Visibility(mi) + GoodWeather + BadWeather)
Distance(mi),"['Visibility(mi)', 'GoodWeather', 'NeutralWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Visibility(mi) + GoodWeather + NeutralWeather)
Distance(mi),"['Visibility(mi)', 'BadWeather', 'NeutralWeather']",0.5330,0.0423,0.0423,4,Distance(mi) ~ (Visibility(mi) + BadWeather + NeutralWeather)
Severity,['Temperature(F)'],0.4322,0.0010,0.0010,2,Severity ~ (Temperature(F))
Severity,['WindChill(F)'],0.4321,0.0013,0.0013,2,Severity ~ (WindChill(F))
Severity,['Pressure(in)'],0.4313,0.0051,0.0051,2,Severity ~ (Pressure(in))
Severity,"['Temperature(F)', 'WindChill(F)', 'Pressure(in)']",0.4308,0.0076,0.0076,4,Severity ~ (Temperature(F) + WindChill(F) + Pressure(in))
Severity,"['Temperature(F)', 'WindChill(F)', 'Humidity(%)']",0.4314,0.0046,0.0046,4,Severity ~ (Temperature(F) + WindChill(F) + Humidity(%))
